pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,LeaveOrNot
0.5652921302359972,0.10067947731685223,0.12266781521002096,-0.24926447942356234,-0.12742168767343054,-0.11168779381983615,-0.44009033345593673,0
-1.2753189047258222,-1.471432832230668,0.0892172801898537,-0.26808452450848597,0.33554293249174877,0.06466550616081931,0.21459499169963092,1
-0.0829868012084849,0.33526303089996534,-0.9240368724499944,-0.008434117084186399,0.016307579321613738,0.39377353479383514,0.1090739041832236,0
0.11034599843618342,0.6473387430859898,0.5118998681033089,0.21290020635326856,0.15799898097259962,-0.3482160008983203,-0.22391252387297514,1
0.014940495125335351,0.13717174170822166,0.8809600862611591,0.7454676541081104,-0.8112497519478227,-0.37560102176429866,0.41251868907785294,1
0.5769789352425139,0.09245532130837542,0.11863247100935864,-0.2429196178034676,-0.026317950631788822,-0.04994701227724299,-0.22829905689813298,0
0.2787221056284386,0.5509458565287761,-0.13618867456663825,-0.4301445809431814,-0.14722480547380742,0.5433593562849051,0.029714279892545048,0
0.20358322339907353,-0.11500334831195835,-0.6651803826733352,0.1724459844354329,0.03611069712199068,-0.26127361531090604,-0.36073070916525807,1
0.47746668033524187,-0.4091958144852368,0.48051558909427744,0.3238093186026414,-0.24966492251078604,0.40598331151923717,-0.08683044173195342,0
-0.9383746256474438,0.7175809756119651,0.4790386715848021,-0.5001243793508623,-0.11973538671230802,0.15391261307182133,-0.1691377124818707,0
0.17491587919070484,0.6022008637103144,0.4833411643932097,0.23653419181846713,0.6178388369684147,-0.31185193471740114,0.24247533374230967,1
0.4837790058327971,-0.41133954318907406,0.4776252349142612,0.3244633651434814,-0.2283163621189243,0.3612758913132823,-0.15281866707245928,0
0.47916979534613,-0.4070963142992656,0.49129047200239656,0.2874827966540727,-1.060927658956774,-0.12924083760241548,0.27350093001797193,1
0.5855190933311258,0.08878143568681729,0.11418995096591117,-0.24248375388952503,0.0019587232387289766,-0.12097931498187958,-0.3418844383156301,0
0.6515743289692464,0.04481516759569959,0.08610391911323007,-0.2177229928585418,0.4681362270893177,-0.07228542359310508,0.16164236545929656,0
-0.8584405940629051,-0.7197631751144189,0.5360169240041333,-1.2727410693795593,0.06575752725950405,-0.2723947100507318,-0.3399800184600541,0
0.23586816377633424,-0.13757228799979604,-0.6794597345283848,0.1842629771680322,0.2660306251198982,-0.2430915822204465,-0.12753678035761568,0
0.5171779290837002,-0.4335777033875863,0.4633235246773488,0.33680738188782344,0.005927075386146091,0.38123535659122254,0.09101187546883882,0
-0.5975941099800166,-1.0390112224847063,-0.10301503762407266,0.23106442360487378,0.0019707899767417575,0.12636452311280996,-0.08064258553335374,1
-0.8360496671228224,-0.05010423077559989,-0.6995123386686485,-0.5333430779253643,-0.14774327981187252,0.3482480165537789,-0.004199414021042125,1
0.6471183974746773,0.04349204963839748,0.08619335264068134,-0.21983108890551328,0.4508421890606663,-0.07939515234302816,0.11909591052467372,0
-0.9394884087867443,0.7205377699671975,0.4813222036162233,-0.49874305738702995,-0.12148053791596644,0.19695480119480532,-0.07646875089907246,0
-0.46357256987188844,0.16366212615848963,0.08460234695738739,-0.9529275145217398,-0.2734925189546154,0.4452962731519954,-0.14143600048975513,0
0.6267382219655648,0.06205229606372953,0.10900074499532802,-0.2608481715567954,-0.4929960278928566,-0.5385707579099378,0.5241912591815726,0
0.5678915345713522,0.10327772603892171,0.12387185323542899,-0.24697456452084277,-0.11590107754365922,-0.08264066298767833,-0.3578795817904878,0
0.27151737804256126,-0.16595532506951138,-0.6845371485896539,0.16326343944204758,-0.2505416735475017,-0.6695701860859086,0.6853558484713084,0
0.5847764824674402,0.08929148799272424,0.11470733958705487,-0.2424110263472259,-0.0003506479208230384,-0.11220435414898569,-0.32601871962329965,0
0.5946066937366294,0.08124660480082846,0.11121174238939907,-0.23652046119657477,0.09412020845410383,-0.04346604396097939,-0.10899833810682125,0
-0.5627098984236285,-1.0611736293468463,-0.11759780055341978,0.2438991005898088,0.24169242256875095,0.1437139401617841,0.1658917113954348,1
-1.3210531064431819,0.5143062439190962,-0.2998142734333006,-0.08512191348360543,-0.08789278398859836,0.022393273575688738,-0.1721182646391683,0
-0.6385967326548423,1.6416939054888184,0.6421732455824056,0.4904592587571308,0.394506650847889,0.05347343639912447,0.3796807435767128,0
0.61074916392526,0.06996213495690973,0.10407206646187422,-0.2306119648302749,0.2090801724530576,-0.03437502741574963,0.007598626296999922,0
0.5506351480871936,0.11532727434170131,0.13178761209466944,-0.2527739695736937,-0.23432509828194098,-0.07856923828356724,-0.4506779681558133,1
0.5892323473838956,0.08951874800184023,0.1138641815097508,-0.24093904562544655,0.016083937339993498,-0.12003449883588427,-0.3179074564608282,0
-0.6272799123343777,-1.018227465867543,-0.09054654594302614,0.21899288447422727,-0.21986633896273378,0.07747012710722176,-0.36936652976415263,1
